satisfaction,evaluation,averageMonthlyHours,yearsAtCompany,turnover
88.0,50.0,281,3,0
64.0,74.0,266,2,0
85.0,70.0,271,2,0
90.0,48.0,269,3,0
76.0,84.0,293,3,0
55.0,66.0,268,3,0
76.0,77.0,275,3,0
87.0,72.0,284,3,0
80.0,82.0,285,3,0
54.0,68.0,265,2,0
84.0,91.0,276,3,0
85.0,64.0,280,3,0
95.0,49.0,284,3,0
48.0,56.0,277,3,0
53.0,77.0,290,2,0
80.0,82.0,273,2,0
40.0,46.0,280,3,0
76.0,69.0,283,3,0
99.0,64.0,280,4,0
49.0,64.0,283,4,0
94.0,71.0,267,3,0
54.0,73.0,268,3,0
13.0,93.0,270,5,0
91.0,84.0,283,2,0
73.0,56.0,272,3,0
65.0,97.0,271,3,0
23.0,51.0,264,4,0
23.0,88.0,276,6,0
89.0,51.0,283,3,0
81.0,80.0,269,2,0
51.0,74.0,275,4,0
35.0,81.0,273,3,0
49.0,66.0,273,3,0
51.0,80.0,275,2,0
66.0,86.0,278,6,0
74.0,96.0,266,2,0
57.0,96.0,284,2,0
80.0,74.0,270,4,0
79.0,84.0,279,2,0
74.0,94.0,259,4,0
74.0,80.0,263,2,0
40.0,100.0,275,2,0
14.0,71.0,292,3,0
83.0,87.0,265,3,0
76.0,52.0,282,2,0
80.0,80.0,289,4,0
95.0,38.0,289,3,0
88.0,76.0,270,4,0
92.0,85.0,292,3,0
16.0,88.0,262,6,0
70.0,63.0,267,4,0
71.0,93.0,259,5,0
52.0,82.0,279,3,0
49.0,58.0,277,3,0
50.0,57.0,285,3,0
86.0,94.0,288,3,0
49.0,99.0,282,2,0
69.0,91.0,268,3,0
96.0,100.0,289,6,0
87.0,54.0,286,2,0
36.0,40.0,272,3,0
86.0,100.0,275,3,0
79.0,74.0,277,2,0
100.0,52.0,296,4,0
88.0,88.0,265,4,0
49.0,65.0,282,3,0
52.0,62.0,277,2,0
76.0,78.0,272,3,0
69.0,91.0,284,2,0
69.0,81.0,272,2,0
75.0,58.0,277,3,0
47.0,47.0,272,3,0
88.0,100.0,272,3,0
49.0,43.0,278,4,0
92.0,67.0,276,3,0
24.0,48.0,287,3,0
69.0,100.0,288,3,0
81.0,57.0,279,4,0
61.0,48.0,258,2,0
75.0,86.0,278,4,0
69.0,86.0,284,2,0
53.0,49.0,255,3,0
93.0,96.0,278,3,0
15.0,67.0,274,5,0
48.0,41.0,262,3,0
67.0,73.0,265,3,0
36.0,93.0,261,5,0
35.0,54.0,273,4,0
65.0,62.0,273,3,0
80.0,50.0,277,3,0
97.0,96.0,260,6,0
67.0,64.0,283,3,0
58.0,78.0,271,3,0
61.0,67.0,264,5,0
97.0,66.0,284,2,0
87.0,97.0,281,3,0
80.0,71.0,287,2,0
91.0,55.0,264,3,0
63.0,73.0,275,2,0
79.0,96.0,263,2,0
89.0,57.0,283,3,0
100.0,87.0,284,3,0
60.0,73.0,277,2,0
70.0,80.0,279,2,0
79.0,81.0,278,3,0
88.0,72.0,271,3,0
87.0,48.0,283,2,0
52.0,58.0,289,2,0
59.0,75.0,271,3,0
64.0,75.0,273,4,0
81.0,83.0,278,2,0
87.0,57.0,257,2,0
74.0,61.0,274,2,0
73.0,89.0,289,3,0
97.0,58.0,272,4,0
54.0,81.0,274,2,0
59.0,55.0,281,2,0
99.0,95.0,280,4,0
79.0,75.0,257,3,0
96.0,37.0,255,2,0
54.0,67.0,286,2,0
79.0,84.0,282,3,0
64.0,79.0,279,2,0
65.0,53.0,275,3,0
87.0,86.0,276,4,0
70.0,59.0,269,3,0
89.0,81.0,267,3,0
61.0,58.0,259,3,0
90.0,49.0,263,2,0
49.0,54.0,276,3,0
85.0,97.0,280,2,0
54.0,58.0,265,3,0
64.0,57.0,279,2,0
81.0,77.0,257,5,0
49.0,66.0,279,3,0
58.0,57.0,254,4,0
62.0,49.0,276,3,0
80.0,84.0,271,3,0
64.0,64.0,261,3,0
81.0,86.0,293,2,0
80.0,74.0,282,2,0
92.0,81.0,279,2,0
66.0,98.0,266,2,0
79.0,89.0,280,2,0
74.0,54.0,292,3,0
79.0,74.0,278,2,0
87.0,94.0,257,3,0
49.0,57.0,273,2,0
30.0,44.0,276,4,0
85.0,89.0,281,3,0
61.0,97.0,274,4,0
68.0,55.0,258,3,0
67.0,67.0,271,2,0
63.0,73.0,278,3,0
63.0,94.0,262,3,0
50.0,88.0,263,4,0
70.0,55.0,268,2,0
18.0,46.0,272,4,0
77.0,55.0,274,2,0
78.0,61.0,279,3,0
54.0,77.0,296,3,0
90.0,69.0,284,4,0
56.0,76.0,283,2,0
63.0,81.0,289,3,0
68.0,75.0,285,3,0
96.0,54.0,271,3,0
85.0,87.0,284,6,0
82.0,66.0,274,3,0
44.0,39.0,297,3,0
86.0,97.0,296,3,0
56.0,68.0,273,3,0
69.0,94.0,270,3,0
91.0,85.0,268,2,0
99.0,94.0,285,3,0
76.0,84.0,272,4,0
63.0,67.0,267,2,0
21.0,62.0,276,3,0
63.0,43.0,287,4,0
58.0,51.0,291,2,0
52.0,84.0,278,3,0
89.0,64.0,263,5,0
81.0,81.0,265,3,0
62.0,73.0,263,3,0
83.0,50.0,297,3,0
85.0,99.0,265,3,0
52.0,61.0,267,3,0
57.0,97.0,261,5,0
93.0,100.0,270,3,0
78.0,89.0,287,3,0
65.0,59.0,260,2,0
42.0,74.0,280,6,0
22.0,61.0,275,5,0
71.0,96.0,273,4,0
44.0,68.0,283,4,0
60.0,52.0,270,3,0
68.0,61.0,271,4,0
53.0,41.0,279,2,0
80.0,82.0,270,3,0
97.0,82.0,280,2,0
47.0,47.0,279,6,0
96.0,93.0,263,3,0
81.0,45.0,290,3,0
86.0,65.0,295,4,0
59.0,82.0,277,4,0
53.0,97.0,287,3,0
57.0,86.0,278,2,0
70.0,48.0,275,3,0
58.0,59.0,294,3,0
43.0,86.0,291,3,0
92.0,82.0,283,4,0
24.0,70.0,269,3,0
67.0,52.0,268,3,0
68.0,84.0,278,3,0
54.0,75.0,264,3,0
73.0,63.0,281,4,0
59.0,41.0,281,3,0
22.0,64.0,300,4,0
49.0,83.0,279,4,0
91.0,100.0,269,3,0
18.0,97.0,256,3,0
71.0,41.0,255,4,0
56.0,66.0,261,2,0
84.0,62.0,277,3,0
59.0,49.0,280,5,0
88.0,62.0,277,3,0
80.0,52.0,284,2,0
53.0,63.0,264,2,0
53.0,83.0,275,4,0
30.0,67.0,271,2,0
91.0,70.0,276,2,0
32.0,66.0,267,5,0
73.0,87.0,288,3,0
87.0,54.0,270,3,0
57.0,73.0,274,3,0
62.0,94.0,258,4,0
55.0,91.0,258,4,0
93.0,57.0,271,2,0
30.0,47.0,276,2,0
57.0,70.0,282,2,0
90.0,85.0,260,6,0
83.0,79.0,283,3,0
38.0,64.0,295,3,0
97.0,95.0,282,2,0
70.0,100.0,268,3,0
26.0,73.0,275,6,0
58.0,58.0,292,3,0
69.0,57.0,262,4,0
88.0,60.0,284,3,0
57.0,91.0,293,4,0
94.0,80.0,284,4,0
94.0,58.0,282,3,0
46.0,49.0,287,5,0
49.0,57.0,272,3,0
96.0,100.0,269,3,0
29.0,95.0,287,4,0
94.0,69.0,276,2,0
56.0,64.0,279,2,0
18.0,49.0,278,5,0
84.0,83.0,270,3,0
58.0,96.0,290,4,0
21.0,60.0,296,6,0
59.0,53.0,275,2,0
66.0,65.0,281,2,0
58.0,82.0,265,3,0
66.0,49.0,268,5,0
56.0,78.0,281,2,0
92.0,78.0,283,3,0
56.0,69.0,282,3,0
57.0,59.0,286,3,0
99.0,79.0,283,4,0
76.0,93.0,283,4,0
78.0,91.0,276,2,0
99.0,48.0,269,2,0
71.0,95.0,257,3,0
51.0,96.0,281,3,0
88.0,82.0,283,3,0
96.0,83.0,278,3,0
90.0,64.0,276,3,0
77.0,51.0,297,4,0
95.0,50.0,291,3,0
85.0,67.0,282,2,0
46.0,79.0,277,3,0
57.0,95.0,272,4,0
93.0,100.0,298,4,0
78.0,68.0,278,3,0
68.0,100.0,293,2,0
83.0,78.0,266,2,0
56.0,51.0,280,4,0
93.0,78.0,278,2,0
13.0,53.0,280,4,0
71.0,99.0,265,2,0
98.0,74.0,267,3,0
83.0,82.0,271,3,0
78.0,65.0,263,2,0
35.0,58.0,277,3,0
67.0,55.0,273,6,0
86.0,88.0,265,3,0
33.0,61.0,277,3,0
30.0,86.0,255,3,0
75.0,63.0,283,3,0
80.0,98.0,265,3,0
98.0,53.0,285,3,0
72.0,48.0,298,2,0
82.0,52.0,264,3,0
91.0,59.0,264,2,0
84.0,78.0,267,3,0
95.0,74.0,269,3,0
53.0,51.0,279,5,0
50.0,50.0,279,3,0
36.0,95.0,268,2,0
33.0,38.0,270,3,0
38.0,47.0,271,5,0
70.0,90.0,263,3,0
44.0,45.0,257,6,0
32.0,66.0,285,2,0
63.0,93.0,292,3,0
56.0,54.0,278,2,0
56.0,78.0,268,2,0
81.0,78.0,290,2,0
89.0,75.0,248,2,0
63.0,87.0,275,3,0
64.0,66.0,261,3,0
46.0,53.0,283,2,0
76.0,56.0,286,3,0
99.0,71.0,281,3,0
85.0,76.0,281,2,0
78.0,99.0,278,3,0
91.0,56.0,267,2,0
16.0,57.0,258,4,0
71.0,57.0,274,3,0
92.0,68.0,272,2,0
21.0,98.0,282,5,0
74.0,60.0,274,3,0
76.0,60.0,280,2,0
62.0,95.0,276,4,0
100.0,61.0,288,3,0
67.0,54.0,270,2,0
81.0,87.0,281,2,0
84.0,69.0,300,3,0
84.0,99.0,272,4,0
97.0,97.0,265,2,0
70.0,50.0,287,5,0
52.0,74.0,283,3,0
46.0,88.0,280,3,0
100.0,87.0,264,2,0
91.0,58.0,284,3,0
16.0,69.0,285,5,0
58.0,62.0,279,2,0
75.0,61.0,265,4,0
96.0,62.0,265,4,0
92.0,78.0,290,2,0
35.0,63.0,287,3,0
56.0,96.0,286,3,0
27.0,96.0,267,4,0
66.0,72.0,276,3,0
66.0,98.0,275,3,0
98.0,69.0,274,2,0
51.0,58.0,296,2,0
51.0,83.0,294,3,0
53.0,94.0,294,3,0
69.0,70.0,275,2,0
66.0,74.0,282,2,0
89.0,76.0,268,2,0
74.0,64.0,282,5,0
82.0,75.0,288,3,0
66.0,90.0,288,2,0
59.0,97.0,273,2,0
13.0,65.0,269,5,0
68.0,74.0,276,3,0
50.0,81.0,278,3,0
60.0,82.0,276,3,0
87.0,98.0,261,3,0
51.0,89.0,265,4,0
78.0,63.0,272,2,0
66.0,96.0,275,2,0
72.0,73.0,281,2,0
57.0,98.0,263,3,0
50.0,49.0,264,3,0
72.0,62.0,265,2,0
41.0,48.0,255,2,0
55.0,65.0,267,2,0
49.0,94.0,284,3,0
80.0,94.0,284,3,0
78.0,51.0,268,3,0
69.0,56.0,265,2,0
83.0,98.0,267,6,0
89.0,73.0,282,3,0
94.0,82.0,292,3,0
51.0,53.0,281,2,0
89.0,90.0,280,6,0
99.0,69.0,272,3,0
79.0,66.0,265,4,0
98.0,97.0,285,4,0
98.0,97.0,292,3,0
97.0,67.0,276,3,0
71.0,71.0,271,3,0
49.0,60.0,254,3,0
72.0,71.0,278,3,0
58.0,61.0,268,3,0
65.0,100.0,271,3,0
18.0,55.0,270,4,0
83.0,99.0,284,3,0
20.0,76.0,259,3,0
96.0,93.0,271,6,0
59.0,69.0,287,3,0
97.0,99.0,275,3,0
14.0,99.0,285,4,0
75.0,96.0,285,2,0
71.0,63.0,277,3,0
84.0,52.0,260,3,0
57.0,75.0,264,3,0
46.0,55.0,287,5,0
77.0,94.0,278,2,0
44.0,65.0,277,3,0
68.0,59.0,280,2,0
94.0,58.0,292,3,0
73.0,91.0,260,2,0
51.0,50.0,260,5,0
93.0,87.0,290,4,0
74.0,100.0,291,3,0
82.0,90.0,280,3,0
86.0,91.0,272,2,0
99.0,86.0,269,2,0
58.0,86.0,290,3,0
96.0,60.0,271,5,0
72.0,67.0,278,3,0
23.0,94.0,277,4,0
99.0,79.0,273,2,0
95.0,58.0,284,3,0
75.0,55.0,286,3,0
95.0,54.0,286,2,0
97.0,84.0,287,3,0
98.0,86.0,277,4,0
79.0,98.0,268,2,0
54.0,91.0,268,3,0
51.0,51.0,277,4,0
83.0,91.0,293,3,0
60.0,70.0,289,2,0
58.0,83.0,299,3,0
55.0,68.0,260,2,0
50.0,64.0,267,2,0
46.0,41.0,279,4,0
61.0,82.0,276,2,0
91.0,98.0,274,3,0
50.0,94.0,259,4,0
75.0,82.0,273,3,0
74.0,87.0,282,3,0
62.0,53.0,290,2,0
87.0,76.0,272,2,0
13.0,72.0,295,4,0
71.0,43.0,309,6,0
70.0,90.0,288,2,0
32.0,87.0,273,2,0
84.0,72.0,267,4,0
79.0,87.0,271,2,0
97.0,64.0,274,2,0
76.0,58.0,260,3,0
97.0,63.0,274,3,0
53.0,40.0,303,3,0
61.0,57.0,271,3,0
94.0,89.0,282,4,0
52.0,79.0,263,3,0
91.0,67.0,280,3,0
52.0,63.0,297,2,0
59.0,68.0,293,2,0
61.0,71.0,278,4,0
78.0,78.0,266,3,0
44.0,67.0,272,2,0
80.0,97.0,281,2,0
54.0,60.0,268,5,0
96.0,91.0,283,3,0
98.0,49.0,289,3,0
83.0,91.0,283,4,0
64.0,89.0,274,3,0
51.0,78.0,310,2,0
31.0,42.0,255,5,0
53.0,68.0,270,3,0
81.0,53.0,267,2,0
17.0,85.0,279,4,0
72.0,98.0,279,2,0
49.0,49.0,273,3,0
81.0,95.0,289,2,0
75.0,98.0,281,3,0
74.0,73.0,279,3,0
82.0,73.0,266,3,0
36.0,40.0,265,3,0
89.0,55.0,280,2,0
78.0,87.0,268,4,0
81.0,56.0,283,3,0
61.0,78.0,289,4,0
23.0,96.0,286,6,0
73.0,100.0,292,3,0
40.0,65.0,284,6,0
99.0,63.0,269,2,0
62.0,54.0,283,3,0
61.0,93.0,275,4,0
90.0,98.0,269,3,0
93.0,67.0,261,3,0
52.0,75.0,269,3,0
77.0,72.0,278,3,0
59.0,76.0,273,3,0
51.0,59.0,276,3,0
67.0,95.0,283,3,0
95.0,65.0,273,2,0
75.0,76.0,290,3,0
54.0,61.0,281,3,0
45.0,71.0,278,2,0
66.0,66.0,270,5,0
36.0,69.0,256,2,0
30.0,47.0,285,6,0
61.0,63.0,280,4,0
71.0,70.0,283,3,0
60.0,99.0,261,3,0
19.0,61.0,265,4,0
91.0,100.0,255,4,0
98.0,69.0,290,2,0
90.0,78.0,284,2,0
73.0,94.0,271,6,0
52.0,56.0,273,3,0
77.0,56.0,268,3,0
98.0,62.0,253,2,0
79.0,50.0,270,3,0
73.0,91.0,279,2,0
97.0,95.0,285,2,0
38.0,60.0,271,5,0
59.0,48.0,280,3,0
73.0,79.0,283,5,0
84.0,53.0,262,3,0
61.0,59.0,258,2,0
79.0,78.0,281,2,0
73.0,91.0,278,2,0
22.0,90.0,282,5,0
84.0,52.0,271,3,0
21.0,85.0,285,5,0
44.0,69.0,282,2,0
20.0,52.0,268,5,0
51.0,86.0,267,3,0
55.0,98.0,271,2,0
24.0,38.0,279,2,0
65.0,77.0,284,2,0
44.0,42.0,268,3,0
98.0,67.0,271,4,0
69.0,80.0,262,2,0
71.0,56.0,281,4,0
54.0,71.0,288,2,0
77.0,98.0,261,3,0
53.0,43.0,287,3,0
64.0,72.0,286,2,0
69.0,59.0,283,4,0
93.0,71.0,261,2,0
58.0,65.0,274,4,0
33.0,46.0,284,6,0
95.0,57.0,265,3,0
65.0,90.0,278,3,0
90.0,70.0,282,2,0
59.0,80.0,287,3,0
88.0,55.0,275,4,0
63.0,83.0,270,4,0
53.0,61.0,253,2,0
63.0,64.0,275,3,0
96.0,76.0,284,3,0
70.0,73.0,262,2,0
73.0,36.0,282,2,0
94.0,80.0,274,2,0
82.0,58.0,278,3,0
44.0,63.0,283,2,0
58.0,90.0,257,3,0
55.0,97.0,287,2,0
92.0,84.0,268,2,0
91.0,59.0,278,4,0
69.0,61.0,278,4,0
23.0,70.0,283,2,0
21.0,81.0,278,5,0
51.0,60.0,281,3,0
73.0,74.0,275,4,0
65.0,67.0,267,3,0
64.0,48.0,260,2,0
77.0,49.0,284,3,0
71.0,79.0,274,3,0
20.0,38.0,269,6,0
99.0,57.0,298,3,0
77.0,57.0,261,3,0
80.0,56.0,281,3,0
97.0,50.0,280,2,0
89.0,53.0,286,3,0
97.0,70.0,283,2,0
23.0,99.0,262,4,0
60.0,75.0,278,2,0
52.0,63.0,296,3,0
86.0,63.0,272,2,0
86.0,95.0,276,3,0
76.0,58.0,285,2,0
79.0,77.0,265,6,0
35.0,52.0,267,3,0
100.0,97.0,264,2,0
20.0,80.0,262,5,0
57.0,62.0,287,3,0
23.0,46.0,271,5,0
82.0,97.0,286,2,0
98.0,80.0,292,2,0
52.0,70.0,268,3,0
96.0,61.0,276,6,0
69.0,64.0,276,4,0
92.0,77.0,264,2,0
91.0,43.0,288,5,0
85.0,96.0,284,6,0
91.0,77.0,277,2,0
79.0,55.0,283,3,0
74.0,95.0,298,4,0
73.0,72.0,270,3,0
55.0,98.0,282,2,0
79.0,97.0,267,4,0
53.0,51.0,282,2,0
70.0,60.0,276,3,0
74.0,56.0,281,6,0
95.0,76.0,288,3,0
49.0,57.0,272,3,0
79.0,90.0,274,3,0
99.0,86.0,268,2,0
56.0,79.0,272,2,0
70.0,79.0,274,2,0
93.0,65.0,255,3,0
46.0,66.0,271,3,0
24.0,61.0,255,4,0
32.0,41.0,262,3,0
50.0,78.0,279,3,0
58.0,72.0,268,3,0
83.0,81.0,287,4,0
57.0,42.0,270,4,0
51.0,83.0,270,3,0
65.0,96.0,259,2,0
52.0,41.0,279,3,0
77.0,70.0,275,2,0
42.0,77.0,274,3,0
68.0,79.0,271,4,0
83.0,92.0,280,6,0
66.0,63.0,289,3,0
75.0,57.0,266,2,0
65.0,48.0,279,3,0
49.0,60.0,275,3,0
77.0,96.0,285,2,0
65.0,97.0,262,3,0
65.0,49.0,275,4,0
44.0,58.0,288,2,0
61.0,72.0,253,2,0
98.0,89.0,274,3,0
68.0,88.0,287,2,0
58.0,50.0,265,3,0
81.0,92.0,284,3,0
76.0,50.0,283,3,0
14.0,93.0,266,4,0
49.0,91.0,302,3,0
97.0,78.0,295,3,0
91.0,60.0,279,4,0
15.0,98.0,257,2,0
82.0,63.0,275,3,0
67.0,87.0,276,4,0
50.0,96.0,278,3,0
57.0,39.0,279,3,0
99.0,94.0,274,2,0
97.0,94.0,282,2,0
93.0,58.0,276,2,0
62.0,60.0,282,2,0
62.0,51.0,261,2,0
96.0,61.0,265,3,0
98.0,96.0,270,3,0
52.0,57.0,271,3,0
56.0,77.0,275,4,0
14.0,41.0,272,3,0
29.0,38.0,281,5,0
76.0,81.0,294,3,0
39.0,58.0,284,3,0
96.0,72.0,257,2,0
84.0,93.0,290,4,0
81.0,62.0,266,3,0
51.0,51.0,275,4,0
87.0,75.0,279,3,0
94.0,77.0,274,4,0
69.0,97.0,283,3,0
44.0,53.0,279,3,0
85.0,55.0,278,3,0
18.0,86.0,286,3,0
91.0,74.0,271,2,0
81.0,83.0,286,3,0
82.0,59.0,294,2,0
48.0,79.0,283,2,0
92.0,84.0,276,3,0
94.0,88.0,258,4,0
100.0,56.0,284,3,0
96.0,91.0,273,3,0
24.0,74.0,271,4,0
62.0,89.0,271,3,0
55.0,76.0,271,3,0
82.0,52.0,262,2,0
62.0,56.0,254,4,0
61.0,69.0,274,2,0
72.0,52.0,259,4,0
45.0,76.0,287,2,0
51.0,93.0,268,4,0
42.0,53.0,269,5,0
69.0,64.0,285,3,0
61.0,66.0,285,3,0
50.0,98.0,288,4,0
25.0,68.0,280,5,0
88.0,89.0,288,3,0
81.0,66.0,269,2,0
75.0,77.0,276,4,0
77.0,80.0,269,3,0
55.0,72.0,281,2,0
70.0,73.0,289,2,0
96.0,78.0,284,2,0
18.0,73.0,272,4,0
22.0,62.0,275,3,0
95.0,49.0,270,2,0
37.0,71.0,262,4,0
84.0,45.0,276,2,0
80.0,68.0,272,3,0
57.0,55.0,297,2,0
98.0,63.0,268,2,0
95.0,62.0,270,3,0
80.0,65.0,273,3,0
52.0,70.0,263,3,0
31.0,62.0,290,3,0
71.0,59.0,282,2,0
71.0,85.0,284,3,0
50.0,96.0,268,4,0
95.0,90.0,290,5,0
95.0,77.0,269,4,0
65.0,85.0,274,3,0
94.0,72.0,281,2,0
72.0,85.0,287,3,0
94.0,79.0,267,2,0
79.0,94.0,258,4,0
60.0,58.0,264,3,0
62.0,76.0,288,3,0
94.0,74.0,276,5,0
24.0,50.0,270,3,0
17.0,71.0,274,4,0
66.0,83.0,274,4,0
65.0,56.0,291,2,0
51.0,62.0,265,2,0
41.0,75.0,265,3,0
98.0,99.0,270,3,0
96.0,55.0,285,2,0
55.0,97.0,281,4,0
99.0,71.0,278,3,0
51.0,98.0,274,3,0
74.0,90.0,282,3,0
81.0,87.0,272,3,0
51.0,87.0,267,4,0
53.0,55.0,281,2,0
67.0,48.0,283,2,0
68.0,64.0,292,2,0
69.0,63.0,275,3,0
71.0,65.0,293,3,0
64.0,56.0,299,3,0
62.0,58.0,264,2,0
81.0,50.0,288,3,0
84.0,54.0,277,2,0
100.0,67.0,288,2,0
72.0,73.0,291,4,0
57.0,67.0,284,2,0
73.0,99.0,268,4,0
91.0,59.0,293,4,0
98.0,85.0,285,3,0
58.0,95.0,270,3,0
73.0,52.0,284,5,0
96.0,95.0,290,2,0
57.0,98.0,273,5,0
77.0,73.0,296,2,0
30.0,85.0,258,3,0
85.0,75.0,268,3,0
49.0,83.0,281,6,0
77.0,43.0,286,6,0
100.0,99.0,280,4,0
85.0,74.0,274,3,0
87.0,75.0,274,3,0
90.0,79.0,272,6,0
71.0,80.0,279,4,0
59.0,56.0,285,4,0
85.0,74.0,286,3,0
72.0,82.0,274,3,0
73.0,65.0,250,3,0
90.0,54.0,273,2,0
59.0,65.0,285,2,0
52.0,90.0,268,3,0
85.0,49.0,295,3,0
35.0,40.0,270,3,0
70.0,68.0,290,4,0
58.0,86.0,266,3,0
89.0,50.0,261,4,0
54.0,63.0,265,3,0
55.0,89.0,276,3,0
77.0,62.0,272,3,0
55.0,61.0,276,4,0
60.0,77.0,267,3,0
75.0,90.0,288,3,0
57.0,88.0,287,3,0
69.0,94.0,259,3,0
87.0,98.0,278,3,0
69.0,36.0,289,6,0
58.0,92.0,279,5,0
87.0,64.0,267,6,0
71.0,77.0,260,2,0
74.0,78.0,269,2,0
75.0,53.0,274,3,0
50.0,54.0,275,2,0
59.0,86.0,268,2,0
81.0,84.0,261,3,0
34.0,55.0,272,2,0
53.0,87.0,275,3,0
94.0,85.0,295,4,0
76.0,77.0,281,2,0
20.0,58.0,273,4,0
97.0,67.0,276,2,0
96.0,72.0,288,2,0
81.0,50.0,255,3,0
20.0,48.0,289,4,0
53.0,71.0,261,2,0
75.0,76.0,258,4,0
55.0,91.0,299,3,0
58.0,65.0,258,2,0
99.0,64.0,280,4,0
96.0,86.0,273,3,0
82.0,92.0,255,2,0
88.0,77.0,293,5,0
78.0,97.0,274,4,0
46.0,47.0,292,5,0
88.0,59.0,283,2,0
91.0,55.0,282,4,0
60.0,68.0,259,4,0
82.0,51.0,284,2,0
67.0,56.0,281,3,0
55.0,61.0,251,3,0
73.0,62.0,267,4,0
59.0,68.0,265,2,0
40.0,65.0,250,2,0
56.0,99.0,286,2,0
87.0,57.0,281,2,0
50.0,53.0,275,3,0
98.0,79.0,270,4,0
71.0,96.0,282,3,0
72.0,89.0,299,3,0
50.0,83.0,259,2,0
89.0,56.0,284,2,0
56.0,68.0,289,3,0
32.0,55.0,291,5,0
96.0,88.0,284,2,0
67.0,92.0,287,2,0
26.0,70.0,279,6,0
51.0,90.0,268,4,0
16.0,78.0,279,5,0
77.0,71.0,278,2,0
67.0,52.0,277,5,0
36.0,77.0,284,2,0
69.0,82.0,281,5,0
72.0,76.0,294,4,0
72.0,81.0,284,2,0
88.0,95.0,262,3,0
91.0,55.0,272,2,0
96.0,60.0,288,2,0
49.0,80.0,288,4,0
59.0,97.0,279,3,0
80.0,87.0,254,3,0
91.0,67.0,277,3,0
18.0,79.0,265,5,0
94.0,58.0,275,2,0
44.0,61.0,278,4,0
96.0,59.0,278,2,0
55.0,97.0,283,3,0
99.0,54.0,289,3,0
75.0,88.0,273,2,0
66.0,78.0,282,3,0
96.0,57.0,267,3,0
60.0,86.0,279,4,0
64.0,78.0,266,4,0
85.0,80.0,279,2,0
30.0,53.0,262,6,0
74.0,95.0,273,3,0
14.0,80.0,280,3,0
93.0,76.0,264,3,0
75.0,48.0,275,5,0
58.0,63.0,266,3,0
59.0,60.0,271,4,0
20.0,90.0,283,6,0
100.0,84.0,251,2,0
51.0,51.0,275,3,0
16.0,72.0,277,6,0
77.0,56.0,272,4,0
61.0,47.0,285,3,0
73.0,51.0,264,2,0
52.0,85.0,292,3,0
13.0,72.0,274,3,0
73.0,62.0,285,3,0
39.0,68.0,264,3,0
92.0,80.0,278,4,0
34.0,78.0,290,4,0
94.0,51.0,292,2,0
82.0,65.0,266,3,0
26.0,69.0,289,3,0
78.0,53.0,267,2,0
61.0,95.0,268,2,0
50.0,53.0,269,2,0
52.0,96.0,279,3,0
89.0,79.0,285,3,0
85.0,52.0,288,2,0
62.0,86.0,264,3,0
38.0,67.0,278,3,0
55.0,49.0,292,5,0
83.0,84.0,282,3,0
62.0,65.0,250,3,0
60.0,54.0,263,3,0
62.0,50.0,268,3,0
23.0,88.0,271,3,0
13.0,74.0,284,4,0
96.0,63.0,283,4,0
50.0,74.0,277,3,0
66.0,72.0,271,2,0
61.0,72.0,267,2,0
45.0,48.0,277,5,0
50.0,95.0,279,3,0
75.0,82.0,296,2,0
88.0,50.0,270,2,0
49.0,79.0,278,2,0
82.0,87.0,272,6,0
92.0,65.0,274,3,0
40.0,85.0,258,2,0
36.0,61.0,276,4,0
80.0,99.0,273,3,0
68.0,65.0,284,3,0
54.0,45.0,270,3,0
73.0,69.0,271,2,0
64.0,49.0,295,2,0
12.0,39.0,273,4,0
60.0,70.0,285,6,0
36.0,62.0,277,6,0
63.0,76.0,280,2,0
67.0,94.0,280,3,0
83.0,90.0,267,2,0
48.0,90.0,279,3,0
89.0,56.0,256,5,0
71.0,96.0,290,3,0
31.0,59.0,286,2,0
89.0,84.0,278,2,0
38.0,51.0,269,3,0
88.0,92.0,287,3,0
64.0,85.0,280,3,0
65.0,74.0,278,3,0
65.0,81.0,268,3,0
54.0,97.0,283,3,0
69.0,76.0,278,4,0
77.0,78.0,283,3,0
28.0,66.0,279,2,0
33.0,40.0,271,6,0
83.0,68.0,290,3,0
89.0,73.0,271,2,0
76.0,60.0,276,2,0
83.0,64.0,286,2,0
57.0,85.0,284,3,0
61.0,89.0,277,4,0
96.0,89.0,264,6,0
17.0,50.0,276,6,0
61.0,60.0,282,2,0
73.0,74.0,282,2,0
30.0,39.0,263,3,0
42.0,67.0,268,3,0
65.0,75.0,255,4,0
17.0,45.0,267,3,0
12.0,82.0,269,4,0
70.0,78.0,278,2,0
87.0,88.0,278,2,0
43.0,44.0,277,3,0
84.0,65.0,283,2,0
94.0,55.0,278,3,0
89.0,76.0,289,2,0
69.0,75.0,285,3,0
18.0,99.0,271,5,0
98.0,69.0,279,3,0
30.0,88.0,278,4,0
51.0,53.0,274,3,0
76.0,90.0,270,6,0
67.0,96.0,284,3,0
12.0,84.0,275,6,0
42.0,41.0,271,2,0
69.0,76.0,289,3,0
63.0,96.0,279,2,0
66.0,62.0,288,3,0
50.0,50.0,264,2,0
67.0,82.0,270,2,0
59.0,62.0,270,3,0
75.0,78.0,262,3,0
88.0,89.0,268,2,0
99.0,75.0,262,3,0
44.0,42.0,284,2,0
65.0,78.0,279,2,0
88.0,63.0,274,4,0
58.0,79.0,279,4,0
